GAME-ID,DATE,OPENING SPREAD,OPENING TOTAL,CLOSING SPREAD,CLOSING TOTAL,PACE,team,home_away,FG,FGA,3P,3PA,FT,FTA,OR,DR,TOTR,Assists,PF,ST,TO,total_TO,BL,PTS,opp_PTS,POSS,OEFF,DEFF,rest_days,EFG,OREB,FTR,TOVR,opp_EFG,opp_OREB,opp_FTR,opp_TOVR,opp_team,opp_FG,opp_FGA,opp_3P,opp_3PA,opp_FT,opp_FTA,opp_OR,opp_DR,opp_TOT,opp_A,opp_PF,opp_ST,opp_TO,opp_total_TO,opp_BL,opp_POSS,opp_OEFF,opp_DEFF,opp_rest_days,win,EFG_diff
21800531,12/29/2018,3,199.5,3,202,95.49297297,Memphis,H,36,76,7,26,24,29,8,28,36,24,22,11,16,17,2,103,112,95.49297297,107.8613397,117.286117,2,0.519736842,0.216216216,0.315789474,0.160741301,0.6,0.2,0.2,0.162028212,Boston,40,80,16,36,16,18,7,29,36,29,24,10,17,17,4,95.49297297,117.286117,107.8613397,1,0,-0.080263158
21800532,12/29/2018,-14,214,-12,214.5,100.3142453,Utah,H,51,93,16,36,11,14,15,45,60,30,27,8,17,17,6,129,97,100.3142453,128.5958935,96.69613695,1,0.634408602,0.357142857,0.11827957,0.146349862,0.459302326,0.150943396,0.209302326,0.13552584,New York,32,86,15,32,18,22,8,27,35,17,19,10,15,15,1,100.3142453,96.69613695,128.5958935,1,1,0.175106277
21800533,12/29/2018,5,217.5,4.5,214,96.88285714,Phoenix,H,49,91,11,29,9,14,12,25,37,29,21,15,13,13,5,118,122,96.88285714,121.7965732,125.9252706,3IN4-B2B,0.598901099,0.285714286,0.098901099,0.118010167,0.671052632,0.285714286,0.263157895,0.193655478,Denver,42,76,18,35,20,26,10,30,40,31,20,10,21,21,3,96.88285714,125.9252706,121.7965732,3IN4-B2B,0,-0.072151533
21800534,12/29/2018,3.5,223.5,5,226.5,98.94958333,Portland,H,39,91,9,31,18,22,11,35,46,18,17,6,13,13,4,105,115,98.94958333,106.1146459,116.2208027,1,0.478021978,0.229166667,0.197802198,0.114356087,0.575,0.125,0.2875,0.115030675,Golden State,40,80,12,25,23,28,5,37,42,27,18,9,12,12,4,98.94958333,116.2208027,106.1146459,1,0,-0.096978022
21800535,12/29/2018,-2.5,227.5,-2.5,226,107.2222612,LA Clippers,H,36,82,9,20,30,38,7,33,40,22,25,9,17,18,2,111,122,107.2222612,103.5232784,113.7823421,3IN4-B2B,0.493902439,0.145833333,0.365853659,0.154215216,0.540229885,0.195121951,0.32183908,0.137174211,San Antonio,44,87,6,23,28,31,8,41,49,27,25,10,15,16,4,107.2222612,113.7823421,103.5232784,3IN4-B2B,0,-0.046327446
21800536,12/30/2018,-2,204,-1.5,203.5,96.76604651,Orlando,H,40,85,7,24,22,24,9,36,45,21,20,7,13,13,4,109,107,96.76604651,112.6428163,110.5759756,1,0.511764706,0.209302326,0.258823529,0.119749447,0.467391304,0.320754717,0.22826087,0.112925643,Detroit,39,92,8,31,21,23,17,34,51,21,21,6,11,13,2,96.76604651,110.5759756,112.6428163,1,1,0.044373402
21800537,12/30/2018,-3,211,-3.5,206.5,100.6679356,Miami,H,37,90,8,24,22,28,17,35,52,19,28,8,19,20,6,104,113,100.6679356,103.309956,112.2502406,1,0.455555556,0.346938776,0.244444444,0.163505559,0.446808511,0.326923077,0.308510638,0.09102946,Minnesota,38,94,8,24,29,36,17,32,49,24,22,11,10,11,10,100.6679356,112.2502406,103.309956,1,0,0.008747045
21800538,12/30/2018,-11.5,207.5,-10.5,207,94.64046296,Toronto,H,34,92,9,33,18,20,17,35,52,17,15,5,11,12,8,95,89,94.64046296,100.3798978,94.04011478,1,0.418478261,0.314814815,0.195652174,0.106382979,0.45625,0.166666667,0.2,0.169939577,Chicago,33,80,7,20,16,18,7,37,44,16,16,7,16,18,2,94.64046296,94.04011478,100.3798978,1,1,-0.037771739
21800539,12/30/2018,3,222.5,2.5,226.5,103.7095978,Dallas,H,37,81,14,39,17,22,9,40,49,21,19,8,23,24,3,105,103,103.7095978,101.2442457,99.31578385,1,0.543209877,0.219512195,0.209876543,0.209277991,0.478494624,0.14893617,0.150537634,0.09713882,Oklahoma City,40,93,9,38,14,21,7,32,39,17,23,15,11,11,2,103.7095978,99.31578385,101.2442457,1,1,0.064715253
21800540,12/30/2018,1.5,221.5,-2.5,224.5,107.2610656,Portland,H,49,83,12,22,19,25,7,52,59,28,22,2,21,21,2,129,95,107.2610656,120.2673116,88.56895043,3IN4-B2B,0.662650602,0.205882353,0.228915663,0.182608696,0.395833333,0.147540984,0.197916667,0.092530283,Philadelphia,34,96,8,43,19,27,9,27,36,18,21,15,11,11,2,107.2610656,88.56895043,120.2673116,2,1,0.266817269
21800541,12/30/2018,1.5,231.5,-2,233,105.0588564,LA Lakers,H,47,98,15,44,12,20,12,38,50,30,17,7,14,14,5,121,114,105.0588564,115.1735362,108.5106044,3IN4,0.556122449,0.25,0.12244898,0.11589404,0.552631579,0.191489362,0.094736842,0.122506125,Sacramento,46,95,13,34,9,12,9,36,45,24,23,8,13,14,5,105.0588564,108.5106044,115.1735362,2,1,0.00349087
21800542,12/31/2018,-11,220.5,-13,220,96.93888462,Indiana,H,42,84,11,24,21,29,8,31,39,29,18,13,11,11,6,116,108,96.93888462,119.6630232,111.4104009,2,0.56547619,0.2,0.25,0.102078693,0.5,0.403846154,0.136842105,0.141242938,Atlanta,41,95,13,32,13,19,21,32,53,24,23,8,17,17,5,96.93888462,111.4104009,119.6630232,3IN4,1,0.06547619
21800543,12/31/2018,-7.5,210,-8.5,211.5,98.44718822,Charlotte,H,42,85,11,24,30,33,6,40,46,29,16,8,8,8,1,125,100,98.44718822,126.9716304,101.5773043,3IN4,0.558823529,0.146341463,0.352941176,0.074404762,0.467391304,0.245283019,0.152173913,0.106799573,Orlando,38,92,10,35,14,19,13,35,48,22,21,6,11,12,5,98.44718822,101.5773043,126.9716304,3IN4-B2B,1,0.091432225
21800544,12/31/2018,-5.5,199.5,-4,201,96.20995833,Houston,H,31,70,18,41,33,45,7,39,46,19,25,5,13,14,4,113,101,96.20995833,117.4514592,104.9787379,1,0.571428571,0.175,0.471428571,0.134874759,0.5,0.133333333,0.231707317,0.095057034,Memphis,38,82,6,25,19,30,6,33,39,24,31,11,10,10,4,96.20995833,104.9787379,117.4514592,1,1,0.071428571
21800545,12/31/2018,0,220,1.5,217.5,98.62736305,San Antonio,H,45,91,14,26,16,18,8,35,43,27,17,6,11,11,4,120,111,98.62736305,121.6700886,112.5448319,3IN4,0.571428571,0.205128205,0.175824176,0.10007278,0.551136364,0.204545455,0.159090909,0.110294118,Boston,43,88,11,34,14,20,9,31,40,30,17,5,12,12,8,98.62736305,112.5448319,121.6700886,1,1,0.020292208
21800546,12/31/2018,-5.5,230,0,223.5,96.16219298,New Orleans,H,45,87,14,25,19,21,11,33,44,28,21,3,15,15,2,123,114,96.16219298,127.9088966,118.5497091,3IN4,0.597701149,0.289473684,0.218390805,0.134843581,0.510752688,0.266666667,0.204301075,0.063567018,Minnesota,43,93,9,28,19,23,12,27,39,29,18,10,7,7,9,96.16219298,118.5497091,127.9088966,3IN4-B2B,1,0.086948461
21800547,12/31/2018,-8,224,-7.5,224,112.825375,Oklahoma City,H,46,103,6,24,24,35,11,35,46,22,30,13,10,10,3,122,102,112.825375,108.1317035,90.40519475,3IN4-B2B,0.475728155,0.2,0.233009709,0.07788162,0.513513514,0.125,0.351351351,0.24584605,Dallas,31,74,14,38,26,34,5,44,49,21,29,7,26,29,3,112.825375,90.40519475,108.1317035,3IN4-B2B,1,-0.037785358
21800548,12/31/2018,10,227.5,10,231,103.5695455,Phoenix,H,37,85,9,26,26,30,7,31,38,20,29,7,13,14,3,109,132,103.5695455,105.2432928,127.4505931,3IN4,0.488235294,0.159090909,0.305882353,0.124777184,0.630952381,0.184210526,0.30952381,0.132649452,Golden State,46,84,14,28,26,32,7,37,44,31,24,7,15,15,8,103.5695455,127.4505931,105.2432928,1,0,-0.142717087
21800549,1/1/2019,-3,212,-1.5,209,99.76030983,Toronto,H,45,82,7,20,25,35,5,40,45,18,21,4,9,10,6,122,116,99.76030983,122.2931246,116.2787086,1,0.591463415,0.138888889,0.304878049,0.09310987,0.479381443,0.230769231,0.237113402,0.035161744,Utah,42,97,9,32,23,29,12,31,43,23,27,6,4,4,4,99.76030983,116.2787086,122.2931246,2,1,0.112081971
21800550,1/1/2019,-10,218,-10,219,97.67216063,Milwaukee,H,47,79,10,27,17,26,5,38,43,28,19,7,13,13,6,121,98,97.67216063,123.8838162,100.3356528,2,0.658227848,0.147058824,0.215189873,0.125676721,0.445652174,0.269230769,0.173913043,0.121485595,Detroit,35,92,12,33,16,21,14,29,43,23,26,7,14,14,2,97.67216063,100.3356528,123.8838162,1,1,0.212575674
21800551,1/1/2019,-13,217.5,-13.5,219,93.40750874,Denver,H,44,95,12,34,15,23,16,37,53,36,19,7,8,9,6,115,108,93.40750874,123.1164406,115.6223964,2,0.526315789,0.363636364,0.157894737,0.078864353,0.510752688,0.288461538,0.139784946,0.081877729,New York,42,93,11,27,13,18,15,28,43,28,21,4,8,9,3,93.40750874,115.6223964,123.1164406,2,1,0.015563101
21800552,1/1/2019,1.5,230,1,229.5,101.8582333,Sacramento,H,44,115,11,33,9,12,14,39,53,24,23,13,13,13,4,108,113,112.468466,96.02691657,100.4726072,1,0.430434783,0.233333333,0.07826087,0.097539016,0.483333333,0.204081633,0.288888889,0.155482815,Portland,39,90,9,32,26,30,10,46,56,22,19,11,18,19,10,112.468466,100.4726072,96.02691657,3IN4,0,-0.052898551
21800553,1/1/2019,-3,234,1.5,236.5,104.2111174,LA Clippers,H,42,91,5,25,24,34,12,29,41,18,29,12,13,13,0,113,119,104.2111174,108.4337284,114.1912715,2,0.489010989,0.24,0.263736264,0.10928043,0.551724138,0.369565217,0.264367816,0.171400588,Philadelphia,42,87,12,26,23,33,17,38,55,25,28,7,20,21,7,104.2111174,114.1912715,108.4337284,1,0,-0.062713149
21800554,1/2/2019,-2.5,220,-1.5,221.5,99.24954233,Charlotte,H,32,90,6,32,14,19,12,34,46,23,20,4,14,14,3,84,122,99.24954233,84.63515098,122.9224812,1,0.388888889,0.210526316,0.155555556,0.124599502,0.557894737,0.260869565,0.168421053,0.104420466,Dallas,44,95,18,45,16,18,12,45,57,31,14,9,10,12,4,99.24954233,122.9224812,84.63515098,3IN4,0,-0.169005848
21800555,1/2/2019,6.5,204.5,5.5,203,89.42957071,Cleveland,H,34,75,13,31,11,13,2,20,22,23,16,8,12,13,3,92,117,89.42957071,102.8742498,130.829209,3+,0.54,0.055555556,0.146666667,0.138711054,0.604651163,0.393939394,0.151162791,0.122088655,Miami,44,86,16,31,13,17,13,34,47,29,13,8,13,13,3,89.42957071,130.829209,102.8742498,2,0,-0.064651163
21800556,1/2/2019,-4,229,-6,230,99.62185023,Washington,H,43,92,11,29,17,23,10,38,48,29,20,10,10,10,2,114,98,99.62185023,114.4327271,98.37199347,3+,0.527173913,0.212765957,0.184782609,0.089190153,0.473684211,0.254901961,0.084210526,0.122036262,Atlanta,40,95,10,31,8,13,13,37,50,26,19,5,14,14,6,99.62185023,98.37199347,114.4327271,1,1,0.053489703
21800557,1/2/2019,1,230.5,2,230,98.38209302,Brooklyn,H,47,93,16,31,16,21,12,31,43,27,23,7,10,10,5,126,121,98.38209302,128.0720872,122.9898616,3+,0.591397849,0.279069767,0.172043011,0.089094797,0.586206897,0.243902439,0.218390805,0.108225108,New Orleans,46,87,10,23,19,27,10,31,41,19,20,7,12,12,5,98.38209302,122.9898616,128.0720872,1,1,0.005190953
21800558,1/2/2019,-6,221.5,-6,215,96.02852087,Boston,H,45,76,12,30,13,15,3,30,33,34,21,10,16,16,9,115,102,96.02852087,119.756088,106.2184433,1,0.671052632,0.103448276,0.171052632,0.162271805,0.517857143,0.210526316,0.178571429,0.138580931,Minnesota,40,84,7,23,15,21,8,26,34,24,16,7,14,15,2,96.02852087,106.2184433,119.756088,3IN4,1,0.153195489
21800559,1/2/2019,-2.5,199.5,1,199.5,92.80644393,Chicago,H,36,86,7,20,5,8,5,27,32,18,17,8,11,11,0,84,112,92.80644393,90.5109564,120.6812752,2,0.459302326,0.119047619,0.058139535,0.109430959,0.651315789,0.129032258,0.171052632,0.134131242,Orlando,44,76,11,26,13,18,4,37,41,31,10,5,13,13,9,92.80644393,120.6812752,90.5109564,3IN4,0,-0.192013464
21800560,1/2/2019,-5,199,-6.5,198,91.82616279,Memphis,H,36,78,4,18,18,21,8,36,44,21,22,2,11,12,5,94,101,91.82616279,102.3673397,109.9904395,1,0.487179487,0.186046512,0.230769231,0.120918984,0.530120482,0.162790698,0.156626506,0.097389949,Detroit,36,83,16,40,13,22,7,35,42,23,17,7,7,10,3,91.82616279,109.9904395,102.3673397,3IN4-B2B,0,-0.042940995
21800561,1/2/2019,6,228.5,3.5,228.5,107.0716837,Phoenix,H,43,95,11,34,30,36,13,24,37,22,34,10,15,15,3,127,132,107.0716837,118.6121257,123.2818944,1,0.510526316,0.265306122,0.315789474,0.119198983,0.614864865,0.25,0.554054054,0.155494126,Philadelphia,40,74,11,24,41,54,8,36,44,27,30,9,17,18,3,107.0716837,123.2818944,118.6121257,3IN4-B2B,0,-0.104338549
21800562,1/2/2019,6,230,5.5,229.5,110.1697244,LA Lakers,H,37,89,7,27,19,32,8,46,54,24,26,8,17,17,9,100,107,110.1697244,90.76903891,97.12287164,2,0.45505618,0.145454545,0.213483146,0.141572285,0.414285714,0.26984127,0.19047619,0.084850355,Oklahoma City,40,105,7,31,20,31,17,47,64,22,24,8,11,11,5,110.1697244,97.12287164,90.76903891,3IN4,0,0.040770465
21800563,1/3/2019,-1.5,216.5,-3.5,218,97.884,San Antonio,H,47,85,13,27,18,20,8,36,44,32,19,7,12,13,0,125,107,97.884,127.7021781,109.3130644,2,0.629411765,0.210526316,0.211764706,0.121722846,0.482758621,0.2,0.264367816,0.091107872,Toronto,39,87,6,30,23,29,9,30,39,21,23,9,10,10,6,97.884,109.3130644,127.7021781,1,1,0.146653144
21800564,1/3/2019,2.5,227.5,3.5,226.5,95.97214286,Sacramento,H,45,90,13,31,10,15,7,26,33,25,23,5,8,8,3,113,117,95.97214286,117.7424997,121.9103758,1,0.572222222,0.155555556,0.111111111,0.076481836,0.539325843,0.380952381,0.235955056,0.120481928,Denver,41,89,14,39,21,30,16,38,54,24,20,3,14,14,3,95.97214286,121.9103758,117.7424997,1,0,0.03289638
21800565,1/3/2019,-8,225.5,-9,225.5,99.05544748,Golden State,H,53,102,14,37,14,15,9,38,47,33,19,8,14,15,6,134,135,109.3737233,122.5157158,123.4300122,2,0.588235294,0.204545455,0.137254902,0.121359223,0.560606061,0.254901961,0.242424242,0.089928058,Houston,45,99,21,54,24,28,13,35,48,30,20,8,10,11,5,109.3737233,123.4300122,122.5157158,2,0,0.027629234
