GAME-ID,DATE,OPENING SPREAD,OPENING TOTAL,CLOSING SPREAD,CLOSING TOTAL,PACE,team,home_away,FG,FGA,3P,3PA,FT,FTA,OR,DR,TOTR,Assists,PF,ST,TO,total_TO,BL,PTS,opp_PTS,POSS,OEFF,DEFF,rest_days,EFG,OREB,FTR,TOVR,opp_EFG,opp_OREB,opp_FTR,opp_TOVR,opp_team,opp_FG,opp_FGA,opp_3P,opp_3PA,opp_FT,opp_FTA,opp_OR,opp_DR,opp_TOT,opp_A,opp_PF,opp_ST,opp_TO,opp_total_TO,opp_BL,opp_POSS,opp_OEFF,opp_DEFF,opp_rest_days,win,EFG_diff
21800054,10/24/2018,-8,224,-8,218,99.59665317,Miami,H,39,82,13,29,19,28,4,47,51,24,15,7,13,13,5,110,87,99.59665317,110.4454783,87.35233286,3+,0.554878049,0.102564103,0.231707317,0.12113306,0.428571429,0.175438596,0.098901099,0.109930377,New York,33,91,12,33,9,14,10,35,45,20,23,5,12,12,3,99.59665317,87.35233286,110.4454783,1,1,0.12630662
21800055,10/24/2018,-8,226,-8.5,226,98.32855311,Toronto,H,46,89,11,32,9,12,11,33,44,26,18,9,16,17,8,112,105,98.32855311,113.9038422,106.7848521,1,0.578651685,0.282051282,0.101123596,0.152767793,0.494791667,0.326530612,0.104166667,0.134408602,Minnesota,40,96,15,30,10,16,16,28,44,25,17,10,15,16,5,98.32855311,106.7848521,113.9038422,1,1,0.083860019
21800056,10/24/2018,3.5,227,4.5,229,94.92550369,Chicago,H,37,77,10,29,28,35,9,36,45,21,24,4,14,14,5,112,110,94.92550369,117.9872591,115.8803438,1,0.545454545,0.243243243,0.363636364,0.131578947,0.494117647,0.181818182,0.305882353,0.075642965,Charlotte,37,85,10,35,26,29,8,28,36,23,20,5,6,8,5,94.92550369,115.8803438,117.9872591,1,1,0.051336898
21800057,10/24/2018,-3.5,218.5,1,217.5,96.8729902,Houston,H,35,87,11,40,8,14,10,25,35,16,23,12,15,17,5,89,100,96.8729902,91.87287377,103.2279481,2,0.465517241,0.208333333,0.091954023,0.154320988,0.5,0.264705882,0.282051282,0.173801683,Utah,34,78,10,29,22,28,9,38,47,21,21,7,18,19,5,96.8729902,103.2279481,91.87287377,1,0,-0.034482759
21800058,10/24/2018,-2,215,-1.5,210.5,92.90747222,San Antonio,H,35,87,6,19,20,21,15,31,46,16,16,3,13,13,3,96,116,92.90747222,103.3286104,124.8554042,1,0.436781609,0.3,0.229885057,0.119004028,0.626436782,0.138888889,0.08045977,0.09948269,Indiana,46,87,17,32,7,8,5,35,40,34,22,9,10,10,5,92.90747222,124.8554042,103.3286104,1,0,-0.189655172
21800059,10/24/2018,-5.5,224.5,-5,228.5,111.3073059,Milwaukee,H,41,100,13,43,28,30,9,42,51,24,27,7,11,11,10,123,108,111.3073059,110.5048757,97.02867134,1,0.475,0.176470588,0.28,0.088566828,0.472826087,0.16,0.22826087,0.132013201,Philadelphia,38,92,11,34,21,30,8,42,50,29,27,4,16,16,5,111.3073059,97.02867134,110.5048757,B2B,1,0.002173913
21800060,10/24/2018,2,234,5,238.5,103.9615695,Phoenix,H,44,84,10,31,15,21,9,35,44,27,23,4,19,20,4,113,131,103.9615695,108.6940112,126.0081015,1,0.583333333,0.219512195,0.178571429,0.176616037,0.57,0.239130435,0.17,0.067727735,LA Lakers,52,100,10,28,17,23,11,32,43,34,19,13,8,8,5,103.9615695,126.0081015,108.6940112,1,0,0.013333333
21800061,10/24/2018,2,220,3,219,98.81269519,Sacramento,H,35,83,6,18,21,33,15,42,57,19,15,7,14,17,5,97,92,98.81269519,98.16552399,93.10544543,3IN4-B2B,0.457831325,0.294117647,0.253012048,0.148445686,0.436170213,0.236363636,0.106382979,0.130753138,Memphis,36,94,10,37,10,13,13,36,49,18,25,7,15,15,6,98.81269519,93.10544543,98.16552399,1,1,0.021661113
21800062,10/24/2018,-9.5,231.5,-10.5,236,108.2164775,Golden State,H,53,92,15,33,23,25,10,38,48,37,22,6,15,18,5,144,122,108.2164775,133.0666118,112.7369906,3IN4,0.657608696,0.27027027,0.25,0.148760331,0.516129032,0.155555556,0.279569892,0.10228435,Washington,42,93,12,42,26,28,7,27,34,22,24,7,12,12,1,108.2164775,112.7369906,133.0666118,1,1,0.141479663
21800063,10/25/2018,-6.5,223.5,-9.5,216.5,95.37180556,Detroit,H,41,78,11,28,17,29,13,35,48,21,21,4,20,20,5,110,103,95.37180556,115.3380702,107.9983748,1,0.596153846,0.361111111,0.217948718,0.180570603,0.505617978,0.166666667,0.146067416,0.086042065,Cleveland,41,89,8,24,13,15,7,23,30,18,25,11,9,9,1,95.37180556,107.9983748,115.3380702,B2B,1,0.090535869
21800064,10/25/2018,4,219,3.5,213.5,96.20817073,Orlando,H,43,86,12,30,16,20,11,29,40,29,21,5,14,14,7,114,128,96.20817073,118.4930543,133.0448329,2,0.569767442,0.255813953,0.186046512,0.128676471,0.614942529,0.292682927,0.24137931,0.100511696,Portland,48,87,11,27,21,26,12,32,44,24,22,6,10,11,6,96.20817073,133.0448329,118.4930543,2,0,-0.045175087
21800065,10/25/2018,-1.5,209,-1,219.5,100.4731373,Oklahoma City,H,37,94,7,28,14,25,16,41,57,19,27,5,16,16,6,95,101,100.4731373,94.55263625,100.5243817,3+,0.430851064,0.31372549,0.14893617,0.132231405,0.447674419,0.196078431,0.279069767,0.106647707,Boston,33,86,11,32,24,33,10,35,45,19,27,7,11,12,1,100.4731373,100.5243817,94.55263625,2,0,-0.016823355
21800066,10/25/2018,3.5,239,1,234.5,106.225814,LA Lakers,H,46,92,10,29,19,23,9,33,42,27,19,13,13,14,3,121,114,106.225814,113.9082823,107.3185469,3IN4-B2B,0.554347826,0.209302326,0.206521739,0.120564933,0.532608696,0.23255814,0.173913043,0.158597663,Denver,46,92,6,23,16,20,10,34,44,22,22,8,19,19,5,106.225814,107.3185469,113.9082823,1,1,0.02173913
21800067,10/26/2018,-9,228,-10.5,223,98.86677401,Charlotte,H,53,93,14,32,15,16,11,39,50,30,18,10,10,12,10,135,106,98.86677401,136.5473905,107.2149881,1,0.64516129,0.297297297,0.161290323,0.107104605,0.529411765,0.170212766,0.188235294,0.12881855,Chicago,37,85,16,36,16,22,8,26,34,21,16,5,13,14,7,98.86677401,107.2149881,136.5473905,1,1,0.115749526
21800068,10/26/2018,11.5,229,11.5,225,100.1770357,New York,H,39,90,13,39,9,12,11,29,40,17,18,6,19,20,1,100,128,100.1770357,99.82327715,127.7737947,1,0.505555556,0.25,0.1,0.173490632,0.67816092,0.171428571,0.114942529,0.131727512,Golden State,51,87,16,33,10,12,6,33,39,26,16,10,14,14,6,100.1770357,127.7737947,99.82327715,1,0,-0.172605364
21800069,10/26/2018,-10.5,229,-11,221.5,101.7216848,Toronto,H,44,91,11,27,17,20,12,38,50,23,22,10,12,13,5,116,107,101.7216848,114.0366484,105.1889774,1,0.543956044,0.260869565,0.186813187,0.115248227,0.47826087,0.208333333,0.206521739,0.12759442,Dallas,38,92,12,30,19,24,10,34,44,22,17,6,14,15,6,101.7216848,105.1889774,114.0366484,1,1,0.065695174
21800070,10/26/2018,-3,219,-4,218,103.1553666,Houston,H,38,98,15,41,22,25,16,26,42,21,27,11,13,13,7,113,133,103.1553666,109.543501,128.9317313,1,0.464285714,0.290909091,0.224489796,0.106557377,0.620253165,0.161290323,0.443037975,0.143215181,LA Clippers,43,79,12,23,35,38,5,39,44,17,21,8,15,16,4,103.1553666,128.9317313,109.543501,2,0,-0.15596745
21800071,10/26/2018,2,232,2,233.5,107.0706197,Minnesota,H,36,112,10,43,13,18,17,32,49,19,15,10,7,8,6,95,125,107.0706197,88.72648753,116.7453783,1,0.366071429,0.236111111,0.116071429,0.062539087,0.635869565,0.179487179,0.086956522,0.156739812,Milwaukee,49,92,19,46,8,11,7,55,62,32,23,4,17,18,8,107.0706197,116.7453783,88.72648753,1,0,-0.269798137
21800072,10/26/2018,-9.5,236,-9.5,232,104.0065636,New Orleans,H,44,98,9,23,20,26,15,31,46,23,20,11,11,11,11,117,115,104.0065636,112.4929004,110.5699448,2,0.494897959,0.283018868,0.204081633,0.091331783,0.535714286,0.340425532,0.102040816,0.167197452,Brooklyn,43,98,19,40,10,15,16,38,54,26,22,6,18,21,8,104.0065636,110.5699448,112.4929004,1,1,-0.040816327
21800073,10/26/2018,5,236,5,236.5,109.4134091,Sacramento,H,44,95,14,37,14,23,14,39,53,25,18,8,18,19,4,116,112,109.4134091,106.019912,102.3640529,3IN4,0.536842105,0.274509804,0.147368421,0.153077667,0.546511628,0.113636364,0.209302326,0.179303279,Washington,40,86,14,42,18,23,5,37,42,22,27,8,21,21,7,109.4134091,102.3640529,106.019912,1,1,-0.009669523
21800074,10/27/2018,4,205.5,3.5,212,100.9377708,Detroit,H,33,89,7,37,16,20,6,41,47,16,24,4,11,11,3,89,109,100.9377708,88.17313806,107.9873264,1,0.41011236,0.115384615,0.179775281,0.101102941,0.534883721,0.163265306,0.197674419,0.118181818,Boston,39,86,14,34,17,25,8,46,54,25,26,4,13,13,8,100.9377708,107.9873264,88.17313806,1,0,-0.124771361
21800075,10/27/2018,0,226,6,220,108.6047708,New Orleans,H,40,95,9,34,22,29,11,29,40,22,32,4,16,16,5,111,132,108.6047708,102.2054548,121.541622,B2B,0.468421053,0.229166667,0.231578947,0.129282482,0.579545455,0.171428571,0.340909091,0.110845839,Utah,46,88,10,32,30,37,6,37,43,32,26,7,13,13,7,108.6047708,121.541622,102.2054548,2,0,-0.111124402
21800076,10/27/2018,-4,231.5,-5.5,232.5,103.2307778,Atlanta,H,27,84,12,40,19,23,11,37,48,20,13,9,22,22,8,85,97,103.2307778,82.33978454,93.96422471,2,0.392857143,0.2,0.226190476,0.18945918,0.506024096,0.177777778,0.156626506,0.203467799,Chicago,36,83,12,33,13,16,8,44,52,25,21,14,20,23,6,103.2307778,93.96422471,82.33978454,3IN4-B2B,0,-0.113166954
21800077,10/27/2018,6.5,215,7,213.5,93.10148148,Cleveland,H,40,86,7,25,20,22,16,23,39,21,20,9,15,18,2,107,119,93.10148148,114.9283538,127.8175149,3IN4,0.505813953,0.444444444,0.23255814,0.158339198,0.682432432,0.148148148,0.243243243,0.149342891,Indiana,48,74,5,13,18,26,4,20,24,28,15,13,15,15,3,93.10148148,127.8175149,114.9283538,2,0,-0.176618479
21800078,10/27/2018,-6,230.5,-7.5,231,100.4101554,Philadelphia,H,35,91,10,28,25,30,14,42,56,18,23,4,11,11,8,105,103,100.4101554,104.571096,102.5792656,2,0.43956044,0.264150943,0.274725275,0.095486111,0.436842105,0.176470588,0.210526316,0.078561453,Charlotte,37,95,9,35,20,24,9,39,48,19,25,3,9,9,8,100.4101554,102.5792656,104.571096,3IN4-B2B,1,0.002718334
21800079,10/27/2018,-1,222,-1.5,220,100.3501,Miami,H,44,96,15,39,17,26,16,40,56,21,21,7,12,13,8,120,111,100.3501,119.5813457,110.6127448,2,0.536458333,0.32,0.177083333,0.107937562,0.488636364,0.166666667,0.284090909,0.082327113,Portland,37,88,12,33,25,28,8,34,42,14,25,7,9,9,8,100.3501,110.6127448,119.5813457,1,1,0.04782197
21800080,10/27/2018,-9,206.5,-7.5,207,97.75748337,Memphis,H,44,79,9,26,20,22,3,36,39,30,21,12,12,12,1,117,96,97.75748337,119.6839321,98.20220068,2,0.613924051,0.090909091,0.253164557,0.119189511,0.519230769,0.12195122,0.192307692,0.180334093,Phoenix,36,78,9,33,15,19,5,30,35,28,25,5,19,19,1,97.75748337,98.20220068,119.6839321,2,1,0.094693281
21800081,10/27/2018,-9,222,-9,220,105.3896505,Milwaukee,H,41,82,10,30,21,23,6,51,57,24,19,6,21,21,7,113,91,105.3896505,107.2211545,86.34623944,3IN4-B2B,0.56097561,0.166666667,0.256097561,0.185643564,0.376237624,0.177419355,0.148514851,0.092065618,Orlando,33,101,10,43,15,17,11,30,41,21,22,9,11,11,6,105.3896505,86.34623944,107.2211545,1,1,0.184737986
21800082,10/27/2018,-1.5,231,1,232.5,101.6498864,San Antonio,H,44,91,3,16,19,24,12,37,49,20,17,7,13,13,5,110,106,101.6498864,108.2145824,104.2795066,2,0.5,0.255319149,0.208791209,0.113477654,0.552325581,0.159090909,0.127906977,0.153263613,LA Lakers,41,86,13,33,11,18,7,35,42,19,25,5,17,17,5,101.6498864,104.2795066,108.2145824,3IN4,1,-0.052325581
21800083,10/28/2018,10,226,9.5,227.5,99.72471591,Brooklyn,H,42,87,20,42,10,15,5,32,37,28,20,5,15,15,3,114,120,99.72471591,114.3146902,120.3312528,1,0.597701149,0.125,0.114942529,0.138121547,0.556179775,0.272727273,0.235955056,0.107565436,Golden State,44,89,11,33,21,24,12,35,47,28,16,11,12,12,7,99.72471591,120.3312528,114.3146902,1,0,0.041521374
21800084,10/28/2018,4,217,4.5,213.5,98.99016912,Dallas,H,38,91,9,28,19,25,12,31,43,24,19,6,13,13,3,104,113,98.99016912,105.0609378,114.1527497,1,0.467032967,0.255319149,0.208791209,0.113043478,0.5875,0.205128205,0.2375,0.167161961,Utah,42,80,10,25,19,22,8,35,43,25,27,8,18,18,6,98.99016912,114.1527497,105.0609378,B2B,0,-0.120467033
21800085,10/28/2018,-11.5,218,-12.5,219,105.8606131,Oklahoma City,H,43,85,7,24,24,35,9,34,43,22,24,16,15,15,3,117,110,105.8606131,110.5226926,103.9102238,2,0.547058824,0.209302326,0.282352941,0.129982669,0.488372093,0.227272727,0.302325581,0.18351685,Phoenix,38,86,8,27,26,27,10,34,44,21,32,10,22,22,3,105.8606131,103.9102238,110.5226926,B2B,1,0.058686731
21800086,10/28/2018,-4,228,-3.5,228.5,107.1243041,LA Clippers,H,56,103,16,29,8,13,14,43,57,35,25,7,14,15,9,136,104,107.1243041,126.9553171,97.08347782,1,0.621359223,0.311111111,0.077669903,0.121241513,0.417525773,0.245614035,0.237113402,0.113525787,Washington,38,97,5,27,23,28,14,31,45,18,16,7,14,14,3,107.1243041,97.08347782,126.9553171,1,1,0.20383345
21800087,10/29/2018,-3,220.5,-3.5,215,95.75949043,Indiana,H,37,90,6,19,13,20,7,28,35,19,20,8,8,9,5,93,103,95.75949043,97.11831129,107.5611405,1,0.444444444,0.145833333,0.144444444,0.083487941,0.551282051,0.243243243,0.217948718,0.173210162,Portland,38,78,10,26,17,18,9,41,50,19,23,3,18,18,3,95.75949043,107.5611405,97.11831129,1,0,-0.106837607
21800088,10/29/2018,-11,229.5,-11.5,229,106.4902115,Philadelphia,H,41,99,14,47,17,18,16,48,64,33,22,7,19,19,9,113,92,106.4902115,106.1130394,86.39291701,1,0.484848485,0.301886792,0.171717172,0.150889454,0.414893617,0.172413793,0.14893617,0.126860622,Atlanta,35,94,8,37,14,21,10,37,47,20,18,10,13,15,3,106.4902115,86.39291701,106.1130394,1,1,0.069954868
21800089,10/29/2018,-8,227,-9,226.5,109.8732875,Miami,H,38,92,13,39,24,34,13,39,52,20,21,10,18,18,9,113,123,109.8732875,102.845744,111.9471373,1,0.483695652,0.26,0.260869565,0.144046095,0.556701031,0.1875,0.154639175,0.114754098,Sacramento,48,97,12,26,15,25,9,37,46,28,23,8,12,14,8,109.8732875,111.9471373,102.845744,2,0,-0.073005379
21800090,10/29/2018,-1.5,217.5,-1,215,91.99627815,New York,H,45,92,9,24,16,18,16,37,53,21,21,5,13,16,3,115,96,91.99627815,125.0050571,104.3520476,2,0.538043478,0.432432432,0.173913043,0.138026225,0.470238095,0.229166667,0.202380952,0.096450617,Brooklyn,34,84,11,38,17,22,11,21,32,22,20,6,10,10,7,91.99627815,104.3520476,125.0050571,3IN4-B2B,1,0.067805383
21800091,10/29/2018,11,231,11,228,104.5846604,Chicago,H,46,94,11,35,21,34,12,32,44,25,19,6,9,9,3,124,149,104.5846604,118.5642326,142.4683118,3IN4,0.54787234,0.226415094,0.223404255,0.07629705,0.677083333,0.2,0.197916667,0.061167424,Golden State,53,96,24,45,19,26,8,41,49,34,29,9,7,7,7,104.5846604,142.4683118,118.5642326,3IN4-B2B,0,-0.129210993
21800092,10/29/2018,1,220.5,2,223,107.8031818,Milwaukee,H,45,92,19,45,15,19,8,49,57,28,21,5,17,17,4,124,109,107.8031818,115.0244343,101.1101882,3IN4,0.592391304,0.181818182,0.163043478,0.144853442,0.422330097,0.234375,0.213592233,0.079795723,Toronto,39,103,9,45,22,28,15,36,51,25,19,9,10,10,7,107.8031818,101.1101882,115.0244343,2,1,0.170061207
21800093,10/29/2018,-1,238.5,1.5,239,104.3296262,Minnesota,H,42,98,14,29,26,30,20,31,51,26,14,11,14,15,12,124,120,104.3296262,118.8540633,115.0200613,2,0.5,0.392156863,0.265306122,0.118858954,0.528846154,0.354166667,0.096153846,0.139968896,LA Lakers,49,104,12,33,10,15,17,31,48,24,24,8,18,18,8,104.3296262,115.0200613,118.8540633,1,1,-0.028846154
21800094,10/29/2018,-6.5,219,-7,213,100.6020703,San Antonio,H,42,91,9,20,20,21,5,36,41,27,19,17,17,17,2,113,108,111.0814526,101.7271537,97.22595222,1,0.510989011,0.108695652,0.21978022,0.145001706,0.527472527,0.181818182,0.131868132,0.189331577,Dallas,43,91,10,34,12,17,8,41,49,15,21,9,22,23,3,111.0814526,97.22595222,101.7271537,3IN4-B2B,1,-0.016483516
21800095,10/29/2018,-7,232.5,-9.5,230,104.5166304,Denver,H,42,93,11,35,21,23,9,32,41,28,17,14,13,13,5,116,111,104.5166304,110.9871219,106.2031942,3+,0.510752688,0.195652174,0.225806452,0.111953152,0.591463415,0.179487179,0.170731707,0.195035461,New Orleans,43,82,11,24,14,20,7,37,44,28,25,8,22,22,5,104.5166304,106.2031942,110.9871219,3IN4,1,-0.080710726
21800096,10/30/2018,-3.5,220,-3.5,221,98.14881098,Charlotte,H,44,81,13,28,24,29,8,31,39,27,26,7,14,14,5,125,113,98.14881098,127.3576305,115.131298,2,0.62345679,0.25,0.296296296,0.129918337,0.534482759,0.243902439,0.229885057,0.13326226,Miami,41,87,11,28,20,24,10,24,34,25,26,9,15,15,5,98.14881098,115.131298,127.3576305,3IN4-B2B,1,0.088974032
21800097,10/30/2018,-3,226,-4.5,226.5,106.2210737,Cleveland,H,45,90,13,25,33,43,13,35,48,23,20,13,13,13,1,136,114,106.2210737,128.0348572,107.3233362,2,0.572222222,0.282608696,0.366666667,0.106627297,0.62804878,0.146341463,0.134146341,0.204480797,Atlanta,44,82,15,35,11,17,6,33,39,25,29,6,22,23,8,106.2210737,107.3233362,128.0348572,3IN4-B2B,1,-0.055826558
21800098,10/30/2018,-4,224,-4.5,220.5,103.0162407,Orlando,H,36,91,11,43,16,22,11,37,48,28,22,10,16,17,8,99,107,103.0162407,96.10135187,103.8671177,2,0.456043956,0.203703704,0.175824176,0.144459551,0.535714286,0.177777778,0.202380952,0.135820355,Sacramento,41,84,8,22,17,26,8,43,51,22,20,8,15,15,6,103.0162407,103.8671177,96.10135187,B2B,0,-0.07967033
21800099,10/30/2018,-8.5,207.5,-8.5,212,102.8947959,Boston,H,37,84,9,31,25,32,8,38,46,25,20,8,14,14,4,108,105,102.8947959,104.9615766,102.0459772,2,0.494047619,0.170212766,0.297619048,0.124910778,0.465909091,0.224489796,0.261363636,0.145448323,Detroit,37,88,8,30,23,27,11,39,50,17,28,6,17,17,3,102.8947959,102.0459772,104.9615766,2,1,0.028138528
21800100,10/30/2018,-6.5,222,-6,228,107.5925641,Toronto,H,47,92,11,27,24,28,9,34,43,29,26,13,15,16,6,129,112,107.5925641,119.8967615,104.0964131,B2B,0.570652174,0.230769231,0.260869565,0.132978723,0.494505495,0.333333333,0.241758242,0.18081761,Philadelphia,38,91,14,40,22,30,17,30,47,25,24,7,23,23,5,107.5925641,104.0964131,119.8967615,3IN4-B2B,1,0.076146679
21800101,10/30/2018,-2.5,224.5,-4.5,223.5,97.96364583,Houston,H,31,96,10,43,13,23,20,29,49,18,25,7,11,12,9,85,104,97.96364583,86.766881,106.1618309,3+,0.375,0.3125,0.135416667,0.101591602,0.525,0.194444444,0.25,0.181620051,Portland,38,80,8,20,20,23,7,44,51,17,19,4,17,20,4,97.96364583,106.1618309,86.766881,3IN4-B2B,0,-0.15
21800102,10/30/2018,-1,218.5,-1,220.5,96.45351351,Memphis,H,36,74,13,28,22,31,6,32,38,28,20,16,15,17,3,107,95,96.45351351,110.9342689,98.49304244,2,0.574324324,0.157894737,0.297297297,0.162461774,0.527027027,0.135135135,0.22972973,0.194552529,Washington,32,74,14,35,17,20,5,32,37,24,22,9,20,20,7,96.45351351,98.49304244,110.9342689,1,1,0.047297297
21800103,10/30/2018,-2.5,224,-4,228.5,111.3033312,Oklahoma City,H,48,94,9,17,23,32,9,32,41,19,35,16,15,17,6,128,110,111.3033312,115.0010504,98.82902769,1,0.558510638,0.219512195,0.244680851,0.135913016,0.52027027,0.157894737,0.445945946,0.212008141,LA Clippers,35,74,7,20,33,43,6,32,38,18,26,6,24,25,7,111.3033312,98.82902769,115.0010504,1,1,0.038240368
21800104,10/31/2018,1,214,-2,217,99.53445926,Brooklyn,H,43,101,12,38,22,30,18,37,55,26,33,5,16,16,3,120,119,109.9026321,109.1875578,108.2776615,3IN4,0.485148515,0.305084746,0.217821782,0.122887865,0.478494624,0.274509804,0.322580645,0.13368984,Detroit,39,93,11,34,30,39,14,41,55,16,30,8,16,17,6,109.9026321,108.2776615,109.1875578,B2B,1,0.006653891
21800105,10/31/2018,5.5,211.5,6,208.5,94.13590278,New York,H,34,79,12,25,21,24,9,26,35,18,19,6,17,17,6,101,107,94.13590278,107.291689,113.6654527,1,0.506329114,0.225,0.265822785,0.159534535,0.578313253,0.277777778,0.13253012,0.142207053,Indiana,45,83,6,20,11,17,10,31,41,24,19,10,15,15,10,94.13590278,113.6654527,107.291689,1,0,-0.071984139
21800106,10/31/2018,8.5,226.5,8,221,92.45947047,Chicago,H,39,92,16,34,13,18,10,33,43,27,23,7,13,14,6,107,108,102.0906653,104.8087988,105.7883203,1,0.510869565,0.204081633,0.141304348,0.122893258,0.48989899,0.34,0.111111111,0.130165962,Denver,45,99,7,26,11,18,17,39,56,24,16,7,16,16,9,102.0906653,105.7883203,104.8087988,1,0,0.020970575
21800107,10/31/2018,2.5,223,7,222,103.5405926,Minnesota,H,50,86,12,25,16,24,7,34,41,19,28,10,15,16,8,128,125,103.5405926,123.6230128,120.7255984,1,0.651162791,0.2,0.186046512,0.142146411,0.551546392,0.37037037,0.18556701,0.112721417,Utah,47,97,13,30,18,30,20,28,48,25,22,9,14,14,5,103.5405926,120.7255984,123.6230128,2,1,0.099616399
21800108,10/31/2018,-12,234,-8.5,241,105.2808696,Golden State,H,47,89,16,32,21,30,12,34,46,39,24,10,17,17,4,131,121,105.2808696,124.4290635,114.9306617,3IN4,0.617977528,0.285714286,0.235955056,0.14261745,0.543478261,0.260869565,0.22826087,0.1334668,New Orleans,44,92,12,35,21,27,12,30,42,24,26,8,15,16,2,105.2808696,114.9306617,124.4290635,1,1,0.074499267
21800109,10/31/2018,-7,235,-7.5,234,104.8711297,LA Lakers,H,43,84,10,17,18,24,8,31,39,23,27,12,20,20,6,114,113,104.8711297,108.704846,107.7512947,1,0.571428571,0.210526316,0.214285714,0.174581006,0.575581395,0.243902439,0.162790698,0.195978187,Dallas,43,86,13,29,14,19,10,30,40,24,24,5,23,23,5,104.8711297,107.7512947,108.704846,3IN4,1,-0.004152824
21800110,10/31/2018,7.5,219,6.5,215,102.0156189,Phoenix,H,35,90,6,24,14,18,7,28,35,21,26,10,15,15,3,90,120,102.0156189,88.22178505,117.6290467,2,0.422222222,0.145833333,0.155555556,0.132837407,0.578313253,0.176470588,0.289156627,0.129103652,San Antonio,46,83,4,18,24,26,6,41,47,24,15,7,14,14,6,102.0156189,117.6290467,88.22178505,1,0,-0.156091031
21800111,11/1/2018,-1.5,226.5,-1,231,104.0348833,Charlotte,H,38,93,11,41,20,22,11,40,51,26,26,7,17,18,3,107,111,104.0348833,102.8501178,106.694982,1,0.467741935,0.239130435,0.215053763,0.14915479,0.46875,0.259259259,0.21875,0.084203436,Oklahoma City,41,96,8,37,21,29,14,35,49,20,21,12,10,10,9,104.0348833,106.694982,102.8501178,1,0,-0.001008065
21800112,11/1/2018,6.5,227.5,5,217.5,87.92009044,Cleveland,H,34,83,5,18,18,19,13,22,35,18,22,11,13,14,4,91,110,87.92009044,103.5030782,125.1136111,1,0.439759036,0.302325581,0.21686747,0.132877752,0.541176471,0.388888889,0.211764706,0.112951807,Denver,41,85,10,26,18,21,14,30,44,22,18,8,12,12,7,87.92009044,125.1136111,103.5030782,3IN4-B2B,0,-0.101417434
21800113,11/1/2018,-4.5,228.5,-5.5,228.5,107.7313137,Philadelphia,H,44,93,13,27,21,28,10,33,43,29,30,7,14,16,7,122,113,107.7313137,113.2446972,104.8905802,3IN4,0.543010753,0.227272727,0.225806452,0.131882624,0.494186047,0.195121951,0.325581395,0.151873102,LA Clippers,38,86,9,23,28,33,8,34,42,19,28,6,18,18,7,107.7313137,104.8905802,113.2446972,1,1,0.048824706
21800114,11/1/2018,2,228,2,233,112.8674671,Atlanta,H,42,87,8,31,23,34,10,33,43,26,28,6,22,22,6,115,146,112.8674671,101.8894132,129.3552551,3IN4,0.528735632,0.217391304,0.264367816,0.177476605,0.612244898,0.23255814,0.265306122,0.111040609,Sacramento,53,98,14,35,26,32,10,36,46,38,29,14,14,14,3,112.8674671,129.3552551,101.8894132,3IN4,0,-0.083509266
21800115,11/1/2018,-2,215,-2,220.5,101.2655238,Boston,H,41,92,24,55,11,13,8,34,42,30,23,5,12,13,8,117,113,101.2655238,115.5378411,111.5878294,1,0.576086957,0.177777778,0.119565217,0.117413295,0.535294118,0.19047619,0.258823529,0.124777184,Milwaukee,41,85,9,29,22,30,8,37,45,20,20,8,14,14,3,101.2655238,111.5878294,115.5378411,2,1,0.040792839
21800116,11/1/2018,-4,237,-8,229,104.9787652,Portland,H,44,87,18,35,26,31,8,38,46,26,30,4,14,14,4,132,119,104.9787652,125.7397149,113.3562581,3IN4,0.609195402,0.210526316,0.298850575,0.122121424,0.468085106,0.269230769,0.329787234,0.105451006,New Orleans,40,94,8,29,31,37,14,30,44,23,24,7,12,13,3,104.9787652,113.3562581,125.7397149,3IN4-B2B,1,0.141110296
21800117,11/2/2018,1.5,216,3.5,219.5,100.2095238,Orlando,H,40,90,4,17,11,19,8,32,40,20,24,7,10,10,4,95,120,100.2095238,94.80136856,119.7490971,2,0.466666667,0.166666667,0.122222222,0.092284976,0.552325581,0.238095238,0.290697674,0.122249389,LA Clippers,41,86,13,26,25,33,10,40,50,22,23,5,13,14,3,100.2095238,119.7490971,94.80136856,3IN4-B2B,0,-0.085658915
21800118,11/2/2018,1,213.5,4,220.5,93.41190385,Brooklyn,H,42,85,15,34,12,20,9,29,38,22,28,5,10,12,4,111,119,93.41190385,118.8285384,127.3927573,1,0.582352941,0.230769231,0.141176471,0.11342155,0.584337349,0.275,0.265060241,0.084841629,Houston,41,83,15,39,22,32,11,30,41,22,21,4,9,9,10,93.41190385,127.3927573,118.8285384,2,0,-0.001984408
21800119,11/2/2018,-3,231.5,-3.5,233,102.6863775,Washington,H,44,86,9,30,14,18,6,24,30,27,21,6,18,19,4,111,134,102.6863775,108.0961299,130.4944271,2,0.563953488,0.162162162,0.162790698,0.168260716,0.656976744,0.225806452,0.244186047,0.117710974,Oklahoma City,49,86,15,32,21,26,7,31,38,34,20,13,13,13,5,102.6863775,130.4944271,108.0961299,3IN4-B2B,0,-0.093023256
